id"checkpoint_id"camper_id"checkin"checkin_date"created"updated
4734"623"31640"t"2018-10-01 06:35:18.702914-05"2018-10-01 06:35:18.71269-05"2018-10-01 06:35:18.712724-05
4735"623"31491"t"2018-10-01 06:36:00.510779-05"2018-10-01 06:36:00.521953-05"2018-10-01 06:36:00.521991-05
4736"623"31417"t"2018-10-01 06:36:41.196275-05"2018-10-01 06:36:41.205969-05"2018-10-01 06:36:41.206002-05
4737"623"31356"t"2018-10-01 06:36:46.96513-05"2018-10-01 06:36:46.974098-05"2018-10-01 06:36:46.974136-05
4738"623"31645"t"2018-10-01 06:36:54.257519-05"2018-10-01 06:36:54.264974-05"2018-10-01 06:36:54.264994-05
4739"623"31422"t"2018-10-01 06:38:08.191272-05"2018-10-01 06:38:08.200574-05"2018-10-01 06:38:08.200595-05
4740"623"31346"t"2018-10-01 06:38:12.845495-05"2018-10-01 06:38:12.854031-05"2018-10-01 06:38:12.854054-05
4741"623"31525"t"2018-10-01 06:38:14.790032-05"2018-10-01 06:38:14.805008-05"2018-10-01 06:38:14.805047-05
4742"623"31406"t"2018-10-01 06:38:21.356861-05"2018-10-01 06:38:21.365356-05"2018-10-01 06:38:21.365376-05
4743"623"31398"t"2018-10-01 06:38:25.336862-05"2018-10-01 06:38:25.346435-05"2018-10-01 06:38:25.346477-05
4744"623"31359"t"2018-10-01 06:38:30.914687-05"2018-10-01 06:38:30.922855-05"2018-10-01 06:38:30.922875-05
4745"623"31674"t"2018-10-01 06:38:32.723529-05"2018-10-01 06:38:32.73199-05"2018-10-01 06:38:32.732011-05
4746"623"31331"t"2018-10-01 06:38:41.263761-05"2018-10-01 06:38:41.273966-05"2018-10-01 06:38:41.274007-05
4747"623"31568"t"2018-10-01 06:38:47.368704-05"2018-10-01 06:38:47.378873-05"2018-10-01 06:38:47.378917-05
4748"623"31395"t"2018-10-01 06:38:52.508933-05"2018-10-01 06:38:52.518838-05"2018-10-01 06:38:52.518871-05
4750"623"31711"t"2018-10-01 06:39:05.035041-05"2018-10-01 06:39:05.047545-05"2018-10-01 06:39:05.047575-05
4751"623"31440"t"2018-10-01 06:39:09.98372-05"2018-10-01 06:39:09.994443-05"2018-10-01 06:39:09.994486-05
4752"623"31366"t"2018-10-01 06:39:11.285834-05"2018-10-01 06:39:11.299965-05"2018-10-01 06:39:11.300005-05
4753"623"31351"t"2018-10-01 06:39:18.20257-05"2018-10-01 06:39:18.21351-05"2018-10-01 06:39:18.213539-05
4754"623"31658"t"2018-10-01 06:39:23.065517-05"2018-10-01 06:39:23.076271-05"2018-10-01 06:39:23.07631-05
4755"623"31605"t"2018-10-01 06:39:24.910024-05"2018-10-01 06:39:24.919838-05"2018-10-01 06:39:24.91988-05
4756"623"31632"t"2018-10-01 06:39:33.258884-05"2018-10-01 06:39:33.270037-05"2018-10-01 06:39:33.270068-05
4757"623"31469"t"2018-10-01 06:39:36.164886-05"2018-10-01 06:39:36.178082-05"2018-10-01 06:39:36.17812-05
4758"623"31343"t"2018-10-01 06:39:38.615854-05"2018-10-01 06:39:38.638805-05"2018-10-01 06:39:38.638835-05
4759"623"31379"t"2018-10-01 06:40:05.575904-05"2018-10-01 06:40:05.589508-05"2018-10-01 06:40:05.589548-05
4760"623"31365"t"2018-10-01 06:40:11.968837-05"2018-10-01 06:40:11.979723-05"2018-10-01 06:40:11.979757-05
4761"623"31437"t"2018-10-01 06:40:25.819156-05"2018-10-01 06:40:25.832333-05"2018-10-01 06:40:25.832365-05
4762"623"31558"t"2018-10-01 06:40:34.097008-05"2018-10-01 06:40:34.109764-05"2018-10-01 06:40:34.109794-05
4763"623"31650"t"2018-10-01 06:40:34.553269-05"2018-10-01 06:40:34.570833-05"2018-10-01 06:40:34.570875-05
4764"623"31546"t"2018-10-01 06:40:49.417764-05"2018-10-01 06:40:49.430805-05"2018-10-01 06:40:49.430838-05
4765"623"31458"t"2018-10-01 06:40:58.415726-05"2018-10-01 06:40:58.427797-05"2018-10-01 06:40:58.427819-05
4766"623"31380"t"2018-10-01 06:41:04.932312-05"2018-10-01 06:41:04.94114-05"2018-10-01 06:41:04.941162-05
4767"623"31363"t"2018-10-01 06:41:28.048744-05"2018-10-01 06:41:28.059602-05"2018-10-01 06:41:28.059632-05
4768"623"31345"t"2018-10-01 06:41:31.330215-05"2018-10-01 06:41:31.339956-05"2018-10-01 06:41:31.339998-05
4769"623"31548"t"2018-10-01 06:41:35.780211-05"2018-10-01 06:41:35.788931-05"2018-10-01 06:41:35.788951-05
4770"623"31516"t"2018-10-01 06:41:40.540752-05"2018-10-01 06:41:40.54972-05"2018-10-01 06:41:40.549745-05
4771"623"31495"t"2018-10-01 06:41:41.24235-05"2018-10-01 06:41:41.2542-05"2018-10-01 06:41:41.254232-05
4772"623"31630"t"2018-10-01 06:41:48.695183-05"2018-10-01 06:41:48.708452-05"2018-10-01 06:41:48.70857-05
4773"623"31378"t"2018-10-01 06:41:51.051403-05"2018-10-01 06:41:51.0651-05"2018-10-01 06:41:51.065138-05
4774"623"31327"t"2018-10-01 06:42:05.543326-05"2018-10-01 06:42:05.553536-05"2018-10-01 06:42:05.553576-05
4775"623"31502"t"2018-10-01 06:42:10.885139-05"2018-10-01 06:42:10.894871-05"2018-10-01 06:42:10.894893-05
4776"623"31338"t"2018-10-01 06:42:17.300277-05"2018-10-01 06:42:17.309445-05"2018-10-01 06:42:17.309467-05
4777"623"31497"t"2018-10-01 06:42:24.667184-05"2018-10-01 06:42:24.675089-05"2018-10-01 06:42:24.675129-05
4778"623"31357"t"2018-10-01 06:42:30.814689-05"2018-10-01 06:42:30.825902-05"2018-10-01 06:42:30.825932-05
4779"623"31490"t"2018-10-01 06:43:28.93764-05"2018-10-01 06:43:28.950377-05"2018-10-01 06:43:28.950408-05
4780"623"31471"t"2018-10-01 06:43:33.955943-05"2018-10-01 06:43:33.967382-05"2018-10-01 06:43:33.967413-05
4781"623"31722"t"2018-10-01 06:44:11.904785-05"2018-10-01 06:44:11.915776-05"2018-10-01 06:44:11.915806-05
4782"623"31593"t"2018-10-01 06:45:04.344935-05"2018-10-01 06:45:04.364407-05"2018-10-01 06:45:04.364431-05
4783"623"31561"t"2018-10-01 06:45:10.586384-05"2018-10-01 06:45:10.597003-05"2018-10-01 06:45:10.597042-05
4784"623"31404"t"2018-10-01 06:45:20.494964-05"2018-10-01 06:45:20.506887-05"2018-10-01 06:45:20.506919-05
4785"623"31509"t"2018-10-01 06:45:24.235495-05"2018-10-01 06:45:24.243482-05"2018-10-01 06:45:24.243506-05
4786"623"31341"t"2018-10-01 06:45:28.148994-05"2018-10-01 06:45:28.157931-05"2018-10-01 06:45:28.157967-05
4787"623"31337"t"2018-10-01 06:45:31.175099-05"2018-10-01 06:45:31.187293-05"2018-10-01 06:45:31.187323-05
4789"623"31399"t"2018-10-01 06:45:50.161465-05"2018-10-01 06:45:50.174246-05"2018-10-01 06:45:50.17428-05
4790"623"31476"t"2018-10-01 06:45:55.32117-05"2018-10-01 06:45:55.328899-05"2018-10-01 06:45:55.32892-05
4788"623"31460"t"2018-10-01 06:45:57.094408-05"2018-10-01 06:45:35.287032-05"2018-10-01 06:45:57.104793-05
4791"623"31662"t"2018-10-01 06:46:05.193593-05"2018-10-01 06:46:05.201122-05"2018-10-01 06:46:05.201142-05
4792"623"31426"t"2018-10-01 06:46:19.685084-05"2018-10-01 06:46:19.695859-05"2018-10-01 06:46:19.69588-05
4793"623"31595"t"2018-10-01 06:46:34.486479-05"2018-10-01 06:46:34.499077-05"2018-10-01 06:46:34.499111-05
4794"623"31735"t"2018-10-01 06:46:51.544832-05"2018-10-01 06:46:51.554178-05"2018-10-01 06:46:51.554208-05
4795"623"31644"t"2018-10-01 06:47:00.835104-05"2018-10-01 06:47:00.844182-05"2018-10-01 06:47:00.844213-05
4796"623"31532"t"2018-10-01 06:47:09.342208-05"2018-10-01 06:47:09.350477-05"2018-10-01 06:47:09.350497-05
4797"623"31938"t"2018-10-01 06:47:11.006989-05"2018-10-01 06:47:11.017838-05"2018-10-01 06:47:11.017879-05
4798"623"31508"t"2018-10-01 06:47:35.983173-05"2018-10-01 06:47:35.994614-05"2018-10-01 06:47:35.994635-05
4799"623"31482"t"2018-10-01 06:47:43.707712-05"2018-10-01 06:47:43.719447-05"2018-10-01 06:47:43.719468-05
4800"623"31625"t"2018-10-01 06:47:55.969738-05"2018-10-01 06:47:55.979037-05"2018-10-01 06:47:55.979057-05
4801"623"31600"t"2018-10-01 06:47:56.087373-05"2018-10-01 06:47:56.098517-05"2018-10-01 06:47:56.098547-05
4802"623"31454"t"2018-10-01 06:48:04.895-05"2018-10-01 06:48:04.906151-05"2018-10-01 06:48:04.906178-05
4803"623"31464"t"2018-10-01 06:48:27.216166-05"2018-10-01 06:48:27.227268-05"2018-10-01 06:48:27.227288-05
4804"623"31592"t"2018-10-01 06:48:36.266599-05"2018-10-01 06:48:36.278725-05"2018-10-01 06:48:36.278765-05
4805"623"31446"t"2018-10-01 06:48:44.551099-05"2018-10-01 06:48:44.560782-05"2018-10-01 06:48:44.560818-05
4806"623"31413"t"2018-10-01 06:48:48.137149-05"2018-10-01 06:48:48.144821-05"2018-10-01 06:48:48.144857-05
4807"623"31328"t"2018-10-01 06:48:51.134044-05"2018-10-01 06:48:51.142573-05"2018-10-01 06:48:51.142594-05
4808"623"31486"t"2018-10-01 06:48:54.983109-05"2018-10-01 06:48:54.995864-05"2018-10-01 06:48:54.995899-05
4809"623"31680"t"2018-10-01 06:49:01.51729-05"2018-10-01 06:49:01.526926-05"2018-10-01 06:49:01.52696-05
4810"623"31573"t"2018-10-01 06:49:01.722435-05"2018-10-01 06:49:01.731094-05"2018-10-01 06:49:01.731127-05
4811"623"31572"t"2018-10-01 06:49:10.023652-05"2018-10-01 06:49:10.033257-05"2018-10-01 06:49:10.033279-05
4812"623"31624"t"2018-10-01 06:49:51.768113-05"2018-10-01 06:49:51.778367-05"2018-10-01 06:49:51.778387-05
4813"623"31414"t"2018-10-01 06:50:10.746554-05"2018-10-01 06:50:10.755579-05"2018-10-01 06:50:10.7556-05
4814"623"31352"t"2018-10-01 06:50:18.732005-05"2018-10-01 06:50:18.741876-05"2018-10-01 06:50:18.741897-05
4815"623"31513"t"2018-10-01 06:51:08.933289-05"2018-10-01 06:51:08.942142-05"2018-10-01 06:51:08.942182-05
4816"623"31599"t"2018-10-01 06:51:14.178549-05"2018-10-01 06:51:14.187506-05"2018-10-01 06:51:14.187546-05
4817"623"31529"t"2018-10-01 06:51:29.657653-05"2018-10-01 06:51:29.676024-05"2018-10-01 06:51:29.676055-05
4818"623"31533"t"2018-10-01 06:51:32.753386-05"2018-10-01 06:51:32.763518-05"2018-10-01 06:51:32.763542-05
4819"623"31638"t"2018-10-01 06:51:37.298487-05"2018-10-01 06:51:37.311791-05"2018-10-01 06:51:37.311831-05
4820"623"31534"t"2018-10-01 06:51:43.626173-05"2018-10-01 06:51:43.637955-05"2018-10-01 06:51:43.637985-05
4821"623"31480"t"2018-10-01 06:51:45.528121-05"2018-10-01 06:51:45.539837-05"2018-10-01 06:51:45.539871-05
4822"623"31332"t"2018-10-01 06:52:09.190271-05"2018-10-01 06:52:09.201674-05"2018-10-01 06:52:09.201706-05
4823"623"31526"t"2018-10-01 06:52:11.274163-05"2018-10-01 06:52:11.284766-05"2018-10-01 06:52:11.284787-05
4824"623"31504"t"2018-10-01 06:52:19.143455-05"2018-10-01 06:52:19.152942-05"2018-10-01 06:52:19.152963-05
4825"623"31424"t"2018-10-01 06:52:46.139202-05"2018-10-01 06:52:46.150955-05"2018-10-01 06:52:46.150984-05
4826"623"31580"t"2018-10-01 06:52:47.878906-05"2018-10-01 06:52:47.890804-05"2018-10-01 06:52:47.890826-05
4827"623"31453"t"2018-10-01 06:52:54.398649-05"2018-10-01 06:52:54.409589-05"2018-10-01 06:52:54.409626-05
4828"623"31687"t"2018-10-01 06:52:54.843074-05"2018-10-01 06:52:54.853998-05"2018-10-01 06:52:54.854028-05
4829"623"31581"t"2018-10-01 06:53:00.201542-05"2018-10-01 06:53:00.211864-05"2018-10-01 06:53:00.211902-05
4830"623"31409"t"2018-10-01 06:53:05.955419-05"2018-10-01 06:53:05.964031-05"2018-10-01 06:53:05.964066-05
4831"623"31503"t"2018-10-01 06:53:08.902478-05"2018-10-01 06:53:08.911717-05"2018-10-01 06:53:08.911738-05
4832"623"31710"t"2018-10-01 06:53:15.988972-05"2018-10-01 06:53:15.999986-05"2018-10-01 06:53:16.000023-05
4833"623"31427"t"2018-10-01 06:53:16.775634-05"2018-10-01 06:53:16.784906-05"2018-10-01 06:53:16.784928-05
4834"623"31506"t"2018-10-01 06:53:21.402545-05"2018-10-01 06:53:21.410815-05"2018-10-01 06:53:21.410842-05
4835"623"31342"t"2018-10-01 06:53:26.924889-05"2018-10-01 06:53:26.935935-05"2018-10-01 06:53:26.935965-05
4836"623"31358"t"2018-10-01 06:53:42.910479-05"2018-10-01 06:53:42.919837-05"2018-10-01 06:53:42.919858-05
4837"623"31389"t"2018-10-01 06:53:47.554472-05"2018-10-01 06:53:47.562728-05"2018-10-01 06:53:47.56276-05
4838"623"31521"t"2018-10-01 06:54:14.189087-05"2018-10-01 06:54:14.198667-05"2018-10-01 06:54:14.198689-05
4839"623"31520"t"2018-10-01 06:54:23.520541-05"2018-10-01 06:54:23.528656-05"2018-10-01 06:54:23.528677-05
4840"623"31629"t"2018-10-01 06:54:28.5863-05"2018-10-01 06:54:28.595579-05"2018-10-01 06:54:28.595618-05
4841"623"31579"t"2018-10-01 06:54:29.816989-05"2018-10-01 06:54:29.829905-05"2018-10-01 06:54:29.82994-05
4842"623"31369"t"2018-10-01 06:54:37.552982-05"2018-10-01 06:54:37.566396-05"2018-10-01 06:54:37.566437-05
4843"623"31430"t"2018-10-01 06:54:47.461567-05"2018-10-01 06:54:47.472721-05"2018-10-01 06:54:47.472751-05
4844"623"31429"t"2018-10-01 06:54:55.87456-05"2018-10-01 06:54:55.885824-05"2018-10-01 06:54:55.885852-05
4845"623"31608"t"2018-10-01 06:55:03.151865-05"2018-10-01 06:55:03.163912-05"2018-10-01 06:55:03.163941-05
4846"623"31541"t"2018-10-01 06:55:20.014745-05"2018-10-01 06:55:20.025143-05"2018-10-01 06:55:20.025164-05
4847"623"31673"t"2018-10-01 06:55:46.996578-05"2018-10-01 06:55:47.009105-05"2018-10-01 06:55:47.009137-05
4848"623"31306"t"2018-10-01 06:55:55.121825-05"2018-10-01 06:55:55.133929-05"2018-10-01 06:55:55.13396-05
4849"623"31371"t"2018-10-01 06:55:55.631495-05"2018-10-01 06:55:55.645947-05"2018-10-01 06:55:55.645985-05
4850"623"31531"t"2018-10-01 06:56:00.705253-05"2018-10-01 06:56:00.714574-05"2018-10-01 06:56:00.714595-05
4851"623"31442"t"2018-10-01 06:56:06.635353-05"2018-10-01 06:56:06.644294-05"2018-10-01 06:56:06.644315-05
4852"623"31677"t"2018-10-01 06:56:43.422406-05"2018-10-01 06:56:43.430237-05"2018-10-01 06:56:43.430261-05
4854"623"31602"t"2018-10-01 06:56:55.569992-05"2018-10-01 06:56:55.577618-05"2018-10-01 06:56:55.577639-05
4855"623"31552"t"2018-10-01 06:56:58.927156-05"2018-10-01 06:56:58.941815-05"2018-10-01 06:56:58.941855-05
4856"623"31617"t"2018-10-01 06:57:00.660806-05"2018-10-01 06:57:00.670698-05"2018-10-01 06:57:00.67072-05
4857"623"31730"t"2018-10-01 06:57:05.080835-05"2018-10-01 06:57:05.088852-05"2018-10-01 06:57:05.088883-05
4858"623"31614"t"2018-10-01 06:57:11.875272-05"2018-10-01 06:57:11.883329-05"2018-10-01 06:57:11.883349-05
4859"623"31563"t"2018-10-01 06:57:15.719564-05"2018-10-01 06:57:15.732241-05"2018-10-01 06:57:15.73228-05
4853"623"31571"t"2018-10-01 06:57:20.712634-05"2018-10-01 06:56:54.194321-05"2018-10-01 06:57:20.724839-05
4860"623"31514"t"2018-10-01 06:57:36.940899-05"2018-10-01 06:57:36.951568-05"2018-10-01 06:57:36.951597-05
4861"623"31507"t"2018-10-01 06:57:53.800064-05"2018-10-01 06:57:53.810941-05"2018-10-01 06:57:53.810962-05
4862"623"31589"t"2018-10-01 06:57:54.332011-05"2018-10-01 06:57:54.341273-05"2018-10-01 06:57:54.341294-05
4863"623"31347"t"2018-10-01 06:58:03.019681-05"2018-10-01 06:58:03.031553-05"2018-10-01 06:58:03.031585-05
4864"623"31612"t"2018-10-01 06:58:51.64741-05"2018-10-01 06:58:51.658561-05"2018-10-01 06:58:51.658583-05
4865"623"31603"t"2018-10-01 07:02:52.590994-05"2018-10-01 07:02:52.603602-05"2018-10-01 07:02:52.603634-05
4866"627"31938"t"2018-10-02 09:05:00.622171-05"2018-10-02 09:05:00.634097-05"2018-10-02 09:05:00.634127-05
4867"627"31534"t"2018-10-02 09:05:07.048969-05"2018-10-02 09:05:07.063347-05"2018-10-02 09:05:07.063377-05
4868"627"31675"t"2018-10-02 09:05:10.199319-05"2018-10-02 09:05:10.208637-05"2018-10-02 09:05:10.208671-05
4869"627"31405"t"2018-10-02 09:05:12.727256-05"2018-10-02 09:05:12.735236-05"2018-10-02 09:05:12.735262-05
4870"627"31710"t"2018-10-02 09:05:16.32785-05"2018-10-02 09:05:16.337312-05"2018-10-02 09:05:16.337346-05
4871"627"31503"t"2018-10-02 09:05:18.729284-05"2018-10-02 09:05:18.736926-05"2018-10-02 09:05:18.736945-05
4872"627"31344"t"2018-10-02 09:05:21.846235-05"2018-10-02 09:05:21.855996-05"2018-10-02 09:05:21.856036-05
4873"627"31518"t"2018-10-02 09:05:25.620971-05"2018-10-02 09:05:25.630914-05"2018-10-02 09:05:25.630946-05
4874"627"31521"t"2018-10-02 09:05:31.258004-05"2018-10-02 09:05:31.27275-05"2018-10-02 09:05:31.272785-05
4875"627"31561"t"2018-10-02 09:05:34.90618-05"2018-10-02 09:05:34.917792-05"2018-10-02 09:05:34.917831-05
4876"627"31414"t"2018-10-02 09:05:37.323246-05"2018-10-02 09:05:37.334713-05"2018-10-02 09:05:37.334751-05
4878"627"31492"t"2018-10-02 09:05:51.059428-05"2018-10-02 09:05:51.070632-05"2018-10-02 09:05:51.070663-05
4879"627"31413"t"2018-10-02 09:05:59.043319-05"2018-10-02 09:05:59.053929-05"2018-10-02 09:05:59.053951-05
4880"627"31640"t"2018-10-02 09:06:00.817103-05"2018-10-02 09:06:00.825344-05"2018-10-02 09:06:00.825365-05
4881"627"31409"t"2018-10-02 09:06:03.562815-05"2018-10-02 09:06:03.57214-05"2018-10-02 09:06:03.572164-05
4882"627"31644"t"2018-10-02 09:06:06.026736-05"2018-10-02 09:06:06.03767-05"2018-10-02 09:06:06.037712-05
4883"627"31363"t"2018-10-02 09:06:12.490334-05"2018-10-02 09:06:12.501558-05"2018-10-02 09:06:12.50159-05
4884"627"31467"t"2018-10-02 09:06:14.505508-05"2018-10-02 09:06:14.515699-05"2018-10-02 09:06:14.515721-05
4885"627"31488"t"2018-10-02 09:06:19.920967-05"2018-10-02 09:06:19.931295-05"2018-10-02 09:06:19.931333-05
4886"627"31457"t"2018-10-02 09:06:21.647248-05"2018-10-02 09:06:21.655239-05"2018-10-02 09:06:21.655259-05
4887"627"31424"t"2018-10-02 09:06:25.500398-05"2018-10-02 09:06:25.512374-05"2018-10-02 09:06:25.512413-05
4888"627"31673"t"2018-10-02 09:06:28.34735-05"2018-10-02 09:06:28.35926-05"2018-10-02 09:06:28.35929-05
4889"627"31491"t"2018-10-02 09:06:37.034427-05"2018-10-02 09:06:37.044998-05"2018-10-02 09:06:37.045027-05
4890"627"31386"t"2018-10-02 09:06:39.567577-05"2018-10-02 09:06:39.575393-05"2018-10-02 09:06:39.575413-05
4891"627"31504"t"2018-10-02 09:06:41.954381-05"2018-10-02 09:06:41.968185-05"2018-10-02 09:06:41.968212-05
4892"627"31533"t"2018-10-02 09:06:50.213927-05"2018-10-02 09:06:50.224653-05"2018-10-02 09:06:50.224691-05
4894"627"31605"t"2018-10-02 09:08:29.059226-05"2018-10-02 09:08:29.067577-05"2018-10-02 09:08:29.067598-05
4895"627"31337"t"2018-10-02 09:08:35.9712-05"2018-10-02 09:08:35.981847-05"2018-10-02 09:08:35.981882-05
4897"627"31338"t"2018-10-02 09:08:49.967991-05"2018-10-02 09:08:49.978226-05"2018-10-02 09:08:49.978257-05
4899"627"31417"t"2018-10-02 09:09:01.438817-05"2018-10-02 09:09:01.446605-05"2018-10-02 09:09:01.446627-05
4902"627"31548"t"2018-10-02 09:09:12.985246-05"2018-10-02 09:09:12.995725-05"2018-10-02 09:09:12.995759-05
4903"627"31331"t"2018-10-02 09:09:22.224908-05"2018-10-02 09:09:22.236317-05"2018-10-02 09:09:22.236349-05
4905"627"31687"t"2018-10-02 09:09:36.970866-05"2018-10-02 09:09:36.979567-05"2018-10-02 09:09:36.979587-05
4906"627"31471"t"2018-10-02 09:09:41.766744-05"2018-10-02 09:09:41.77824-05"2018-10-02 09:09:41.77827-05
4907"627"31451"t"2018-10-02 09:09:44.698547-05"2018-10-02 09:09:44.706718-05"2018-10-02 09:09:44.706757-05
4904"627"31513"t"2018-10-02 09:27:59.091038-05"2018-10-02 09:09:25.603313-05"2018-10-02 09:27:59.100104-05
4901"627"31516"t"2018-10-02 09:32:59.130686-05"2018-10-02 09:09:10.729034-05"2018-10-02 09:32:59.13927-05
4893"627"31650"t"2018-10-02 09:33:48.16564-05"2018-10-02 09:08:03.731803-05"2018-10-02 09:33:48.176216-05
4900"627"31532"t"2018-10-02 09:34:16.631811-05"2018-10-02 09:09:05.421486-05"2018-10-02 09:34:16.641192-05
4877"627"31401"t"2018-10-02 09:38:40.269621-05"2018-10-02 09:05:40.292107-05"2018-10-02 09:38:40.283042-05
4908"627"31328"t"2018-10-02 09:09:54.97036-05"2018-10-02 09:09:54.978241-05"2018-10-02 09:09:54.978261-05
4909"627"31486"t"2018-10-02 09:09:58.75922-05"2018-10-02 09:09:58.767429-05"2018-10-02 09:09:58.767449-05
4910"627"31545"t"2018-10-02 09:10:01.613854-05"2018-10-02 09:10:01.625082-05"2018-10-02 09:10:01.625121-05
4911"627"31546"t"2018-10-02 09:10:11.646138-05"2018-10-02 09:10:11.656854-05"2018-10-02 09:10:11.656888-05
4912"627"31458"t"2018-10-02 09:10:30.722331-05"2018-10-02 09:10:30.734828-05"2018-10-02 09:10:30.73487-05
4913"627"31531"t"2018-10-02 09:10:37.125417-05"2018-10-02 09:10:37.138254-05"2018-10-02 09:10:37.138291-05
4914"627"31497"t"2018-10-02 09:10:39.889039-05"2018-10-02 09:10:39.901027-05"2018-10-02 09:10:39.901081-05
4915"627"31452"t"2018-10-02 09:10:43.098489-05"2018-10-02 09:10:43.116058-05"2018-10-02 09:10:43.116098-05
4916"627"31581"t"2018-10-02 09:10:46.750284-05"2018-10-02 09:10:46.763675-05"2018-10-02 09:10:46.76371-05
4917"627"31579"t"2018-10-02 09:10:51.974351-05"2018-10-02 09:10:51.984263-05"2018-10-02 09:10:51.984306-05
4918"627"31366"t"2018-10-02 09:10:58.145608-05"2018-10-02 09:10:58.160286-05"2018-10-02 09:10:58.160329-05
4919"627"31677"t"2018-10-02 09:11:02.321584-05"2018-10-02 09:11:02.336447-05"2018-10-02 09:11:02.336567-05
4920"627"31599"t"2018-10-02 09:11:23.916761-05"2018-10-02 09:11:23.927128-05"2018-10-02 09:11:23.927166-05
4921"628"31432"t"2018-10-02 09:17:30.276289-05"2018-10-02 09:17:30.287196-05"2018-10-02 09:17:30.287227-05
4922"628"31525"t"2018-10-02 09:17:33.572045-05"2018-10-02 09:17:33.583278-05"2018-10-02 09:17:33.583309-05
4923"628"31402"t"2018-10-02 09:17:37.562948-05"2018-10-02 09:17:37.574636-05"2018-10-02 09:17:37.574666-05
4924"628"31614"t"2018-10-02 09:17:40.333956-05"2018-10-02 09:17:40.345358-05"2018-10-02 09:17:40.345396-05
4925"628"31520"t"2018-10-02 09:17:44.220141-05"2018-10-02 09:17:44.231535-05"2018-10-02 09:17:44.231566-05
4926"628"31571"t"2018-10-02 09:17:46.438992-05"2018-10-02 09:17:46.448773-05"2018-10-02 09:17:46.448805-05
4927"628"31332"t"2018-10-02 09:17:52.951537-05"2018-10-02 09:17:52.960198-05"2018-10-02 09:17:52.960217-05
4928"628"31630"t"2018-10-02 09:17:54.704097-05"2018-10-02 09:17:54.712187-05"2018-10-02 09:17:54.712222-05
4929"628"31460"t"2018-10-02 09:17:58.302116-05"2018-10-02 09:17:58.316071-05"2018-10-02 09:17:58.316113-05
4930"628"31345"t"2018-10-02 09:18:01.643353-05"2018-10-02 09:18:01.65475-05"2018-10-02 09:18:01.654787-05
4931"628"31589"t"2018-10-02 09:18:04.005961-05"2018-10-02 09:18:04.016194-05"2018-10-02 09:18:04.016231-05
4932"628"31454"t"2018-10-02 09:18:13.419526-05"2018-10-02 09:18:07.998132-05"2018-10-02 09:18:13.431616-05
4933"628"31442"t"2018-10-02 09:18:16.825465-05"2018-10-02 09:18:16.838483-05"2018-10-02 09:18:16.838519-05
4934"628"31674"t"2018-10-02 09:18:21.945312-05"2018-10-02 09:18:21.954168-05"2018-10-02 09:18:21.95421-05
4935"628"31658"t"2018-10-02 09:18:23.671635-05"2018-10-02 09:18:23.685549-05"2018-10-02 09:18:23.685576-05
4936"628"31476"t"2018-10-02 09:18:41.177645-05"2018-10-02 09:18:41.186312-05"2018-10-02 09:18:41.186333-05
4937"628"31399"t"2018-10-02 09:18:43.427755-05"2018-10-02 09:18:43.436212-05"2018-10-02 09:18:43.436237-05
4938"628"31573"t"2018-10-02 09:18:47.014839-05"2018-10-02 09:18:47.02562-05"2018-10-02 09:18:47.025656-05
4939"628"31369"t"2018-10-02 09:18:53.951756-05"2018-10-02 09:18:53.963836-05"2018-10-02 09:18:53.963867-05
4940"628"31356"t"2018-10-02 09:18:55.983082-05"2018-10-02 09:18:55.995439-05"2018-10-02 09:18:55.995468-05
